host_unix,host_time,seq,up_ms,temp_c,press_hpa,alt_baro_m,alt_fused_m,vel_m_s,az_m_s2,lax_m_s2,lay_m_s2,laz_m_s2,gx_m_s2,gy_m_s2,gz_m_s2,heading,roll,pitch,calib,vstate,elev,servo_deg
1782883811.834593,14:30:11.834,9925,102.788,0.0,0.46,-0.003,2525.606,3472.289,336200.961,-20.48,-24.055,0.394,32.512,0.002,-32.512,0.02,115.2,0.0,0,233,255,-0.01
1782883811.834613,14:30:11.834,9926,137.385,0.38,34722.89,503970.305,-1576423.424,2130706.826,-2130706.43,0.002,11.52,0.0,0.768,0.0,-23.04,98.65,-243.2,135.63,0,1,249,102.49
1782883811.834803,14:30:11.834,9929,102.197,24.8,1010.26,0.639,0.642,0.045,-0.023,-30.298,0.038,-1.119,0.052,-2.559,2.569,450.56,-240.55,3.94,0,127,2,0.0
1782883811.834817,14:30:11.834,9930,102.839,0.0,0.34,-0.005,2525.606,3472.289,336206.593,-20.48,-24.055,0.394,32.512,0.002,-32.256,0.02,84.48,0.0,0,220,255,-0.01
1782883811.834829,14:30:11.834,9931,137.435,0.38,34722.89,503970.817,-1576423.424,2130706.826,-2097151.998,0.002,8.448,0.0,-8.192,-0.001,-22.785,98.65,-243.2,135.63,0,1,251,102.49
1782883811.835002,14:30:11.835,9934,102.247,24.8,1010.26,0.639,0.643,0.033,-0.017,-30.298,0.038,-1.119,0.052,-1.791,2.569,448.0,-240.55,3.94,0,127,2,0.0
1782883811.835015,14:30:11.835,9935,102.89,0.0,0.25,0.028,2525.606,3472.289,336209.921,-20.736,-24.055,0.394,32.512,0.002,-32.0,0.02,64.0,0.0,0,241,255,-0.01
1782883811.835027,14:30:11.835,9936,137.485,0.38,34722.89,503971.329,-1576423.68,2130706.826,-2097151.998,0.002,6.4,0.0,-3.84,-0.001,-22.785,98.65,-243.2,135.63,0,1,254,105.05
1782883811.942079,14:30:11.942,9939,102.297,24.79,1010.26,0.639,0.644,0.024,-0.036,-30.298,0.038,-1.119,0.052,-1.023,2.825,448.0,-240.55,3.94,0,127,2,0.0
1782883811.942123,14:30:11.942,9940,102.94,0.0,0.18,-0.025,2525.606,3472.289,352988.929,-20.736,-24.055,0.394,32.512,0.002,-32.0,0.02,46.08,0.0,0,245,255,-0.01
1782883811.942141,14:30:11.942,9941,137.535,0.38,34722.89,520749.313,-1576423.68,2130706.826,-2097151.998,0.002,4.352,0.0,-3.84,-0.001,-22.785,98.65,-243.2,135.63,0,1,1,105.06
1782883811.942482,14:30:11.942,9944,102.348,24.79,1010.26,0.639,0.644,0.017,-0.003,-30.298,0.038,-1.119,0.052,0.001,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883811.942501,14:30:11.942,9945,102.991,0.0,0.13,-0.013,2525.606,3472.289,336212.225,-20.736,-24.055,0.394,32.512,0.002,-32.0,0.02,30.72,0.0,0,218,255,-0.01
1782883811.942514,14:30:11.942,9946,137.586,0.38,34722.89,503972.865,-1576423.68,2130706.826,-2097151.998,0.002,3.072,0.0,-6.4,-0.001,-22.785,98.65,-243.2,135.63,0,1,4,102.5
1782883812.050102,14:30:12.050,9949,102.398,24.79,1010.26,0.639,0.644,0.012,-0.025,-30.298,0.038,-1.119,0.052,1.025,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.050138,14:30:12.050,9950,103.041,0.0,0.09,-0.015,2525.606,3472.289,336212.225,-20.736,-24.055,0.394,32.512,0.002,-32.0,0.02,20.48,0.0,0,241,255,-0.01
1782883812.050152,14:30:12.050,9951,137.636,0.38,34722.89,503973.633,-1576423.68,2130706.826,-2097151.998,0.002,2.304,0.0,1.792,0.0,-23.04,98.65,-243.2,135.63,0,1,7,102.5
1782883812.050418,14:30:12.050,9954,102.448,24.79,1010.26,0.639,0.643,0.009,-0.005,-30.298,0.038,-1.119,0.052,1.537,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.050432,14:30:12.050,9955,103.09,0.0,0.06,-0.013,2525.606,3472.289,336211.969,-20.736,-24.055,0.394,32.512,0.002,-32.256,0.02,15.36,0.0,0,218,255,-0.01
1782883812.050445,14:30:12.050,9956,137.686,0.38,34722.89,503974.401,-1576423.68,2130706.826,-2097151.998,0.002,1.536,0.0,-4.864,-0.001,-22.785,98.65,-243.2,135.63,0,1,10,102.5
1782883812.158091,14:30:12.158,9959,102.498,24.79,1010.26,0.639,0.643,0.005,-0.003,-30.298,0.038,-1.119,0.052,2.305,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.158136,14:30:12.158,9960,103.14,0.0,0.04,-0.005,2525.606,3472.289,336211.457,-20.736,-24.055,0.394,32.512,0.002,-32.256,0.02,10.24,0.0,0,243,255,-0.01
1782883812.158153,14:30:12.158,9961,137.736,0.38,34722.89,503974.913,-1576423.68,2130706.826,-2113929.214,0.002,0.768,0.0,-8.448,-0.001,-22.785,98.65,-243.2,135.63,0,1,12,102.5
1782883812.158484,14:30:12.158,9964,102.548,24.79,1010.26,0.639,0.642,0.003,0.0,-30.298,0.038,-1.119,0.052,3.073,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.158499,14:30:12.158,9965,103.19,0.0,0.02,0.0,2525.606,3472.289,336209.921,-20.736,-24.055,0.394,32.512,0.002,-32.256,0.02,5.12,0.0,0,241,255,-0.01
1782883812.158510,14:30:12.158,9966,137.786,0.38,34722.89,503975.425,-1576423.68,2130706.826,-2113929.214,0.002,0.512,0.0,0.768,0.0,-23.04,98.65,-243.2,135.63,0,1,14,105.06
1782883812.266016,14:30:12.266,9969,102.597,24.79,1010.26,0.639,0.641,0.002,0.0,-30.298,0.038,-1.119,0.052,11.521,2.826,448.0,-240.55,3.94,0,127,2,0.0
1782883812.266089,14:30:12.266,9970,103.238,0.0,0.02,0.0,2525.606,3472.289,352980.737,-20.736,-24.055,0.394,32.512,0.002,-32.512,0.02,5.12,0.0,0,0,0,0.0
1782883812.266104,14:30:12.266,9971,137.835,0.38,34722.89,520752.897,-1576423.68,2130706.826,-2130706.43,0.002,0.512,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,15,105.06
1782883812.266115,14:30:12.266,9972,147.397,-240.55,21307068.26,-2130706.43,33554.434,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.575,0.051,24.79,-300.46,0.01,127,2,0,-325.12
1782883812.266399,14:30:12.266,9975,102.658,24.79,1010.26,0.639,0.641,0.001,0.0,-30.298,0.038,-1.119,0.052,9.217,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.266410,14:30:12.266,9976,103.299,0.0,0.01,0.0,2525.606,3472.289,336204.033,-20.736,-24.055,0.394,32.512,0.002,-32.512,0.02,2.56,0.0,0,0,0,0.0
1782883812.266420,14:30:12.266,9977,137.896,0.38,34722.89,503976.193,-1576423.68,2130706.826,-2130706.43,0.002,0.256,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,17,102.5
1782883812.381374,14:30:12.381,9980,102.708,24.79,1010.26,0.639,0.641,0.001,0.0,-30.298,0.038,-1.119,0.052,8.705,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.381418,14:30:12.381,9981,103.349,0.0,0.01,0.0,2525.606,3472.289,336204.289,-20.736,-24.055,0.394,32.512,0.002,-32.512,0.02,2.56,0.0,0,0,0,0.0
1782883812.381431,14:30:12.381,9982,137.946,0.38,34722.89,503976.449,-1576423.68,2130706.826,-2130706.43,0.002,0.256,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,18,99.94
1782883812.381441,14:30:12.381,9983,147.508,-240.55,21307068.26,-2130706.43,16777.218,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.578,0.05,24.79,-300.46,0.01,127,2,0,-327.68
1782883812.381739,14:30:12.381,9986,102.768,24.79,1010.26,0.639,0.64,0.001,0.0,-30.298,0.038,-1.119,0.052,4.609,2.57,448.0,-240.55,3.94,0,127,2,0.0
1782883812.381751,14:30:12.381,9987,103.408,0.0,0.01,0.0,2525.606,3472.289,336204.289,-20.736,-24.055,0.394,32.512,0.002,-32.768,0.02,2.56,0.0,0,0,0,0.0
1782883812.381760,14:30:12.381,9988,138.006,0.38,34722.89,503976.449,-1576423.68,2130706.826,-2147483.646,0.002,0.256,0.0,1.792,0.0,-23.04,98.65,-243.2,135.63,0,1,18,97.38
1782883812.381770,14:30:12.381,9989,147.568,-240.55,21307068.26,-2147483.646,16777.218,117440.512,-1509949.44,9.865,-24.32,13.563,0.256,2.593,0.048,24.79,-300.46,0.01,127,2,0,-327.68
